#    Z       m        H              D           He3            He4          C12         C13P          N14P          O16            Mrem     C13           N14
  0.0200    5.56   -0.523E-01   -0.379E-04    0.912E-05    0.519E-01    0.455E-03    0.182E-03    0.207E-03     -0.963E-03       1.17    0.190E-03    0.208E-02
  0.0200    6.09   -0.513E-01   -0.378E-04    0.174E-04    0.506E-01    0.300E-03    0.000E+00    0.000E+00      0.510E-03       1.30    0.119E-03    0.229E-02
  0.0200    6.67   -0.721E-01   -0.386E-04    0.123E-04    0.717E-01    0.178E-03    0.000E+00    0.000E+00      0.228E-03       1.30    0.120E-03    0.276E-02
  0.0200    7.30   -0.897E-01   -0.395E-04    0.767E-05    0.910E-01    0.685E-04    0.000E+00    0.000E+00     -0.137E-04       1.30    0.121E-03    0.319E-02
  0.0200    8.00   -0.107E+00   -0.402E-04    0.346E-05    0.109E+00   -0.375E-04    0.000E+00    0.000E+00     -0.253E-03       1.30    0.120E-03    0.358E-02
  0.0500    0.82    0.169E-01   -0.170E-04    0.676E-03   -0.115E-01   -0.171E-02    0.000E+00    0.000E+00     -0.568E-02       0.53    0.266E-05   -0.662E-03
  0.0500    0.90    0.244E-01   -0.187E-04    0.799E-03   -0.105E-01   -0.187E-02    0.000E+00    0.000E+00     -0.619E-02       0.55    0.160E-05   -0.706E-03
  0.0500    0.98    0.256E-01   -0.216E-04    0.821E-03   -0.134E-01   -0.218E-02    0.000E+00    0.000E+00     -0.717E-02       0.54    0.426E-05   -0.804E-03
  0.0500    1.08    0.308E-01   -0.236E-04    0.734E-03   -0.127E-01   -0.241E-02    0.000E+00    0.000E+00     -0.781E-02       0.55    0.815E-05   -0.834E-03
  0.0500    1.18    0.325E-01   -0.252E-04    0.551E-03   -0.139E-01   -0.268E-02    0.000E+00    0.000E+00     -0.837E-02       0.56    0.139E-04   -0.795E-03
  0.0500    1.29    0.333E-01   -0.272E-04    0.504E-03   -0.174E-01   -0.292E-02    0.000E+00    0.000E+00     -0.903E-02       0.56    0.158E-04   -0.827E-03
  0.0500    1.42    0.320E-01   -0.284E-04    0.454E-03   -0.200E-01   -0.309E-02    0.000E+00    0.000E+00     -0.947E-02       0.58    0.171E-04   -0.838E-03
  0.0500    1.55    0.293E-01   -0.300E-04    0.388E-03   -0.128E-01   -0.552E-03    0.000E+00    0.000E+00     -0.985E-02       0.58    0.209E-04   -0.753E-03
  0.0500    1.70    0.223E-01   -0.313E-04    0.282E-03   -0.965E-02    0.128E-02    0.000E+00    0.000E+00     -0.102E-01       0.59    0.220E-04   -0.649E-03
  0.0500    1.86    0.193E-01   -0.320E-04    0.253E-03   -0.311E-02    0.323E-02    0.000E+00    0.000E+00     -0.104E-01       0.62    0.211E-04   -0.597E-03
  0.0500    2.04    0.953E-02   -0.332E-04    0.190E-03    0.102E-02    0.501E-02    0.000E+00    0.000E+00     -0.108E-01       0.63    0.212E-04   -0.543E-03
  0.0500    2.23    0.541E-02   -0.340E-04    0.155E-03    0.626E-02    0.630E-02    0.000E+00    0.000E+00     -0.111E-01       0.65    0.212E-04   -0.455E-03
  0.0500    2.45   -0.324E-02   -0.347E-04    0.127E-03    0.104E-01    0.732E-02    0.000E+00    0.000E+00     -0.114E-01       0.68    0.207E-04   -0.391E-03
  0.0500    2.68   -0.296E-02   -0.351E-04    0.103E-03    0.127E-01    0.795E-02    0.000E+00    0.000E+00     -0.115E-01       0.72    0.206E-04   -0.347E-03
  0.0500    2.94   -0.700E-02   -0.354E-04    0.823E-04    0.136E-01    0.844E-02    0.000E+00    0.000E+00     -0.116E-01       0.77    0.209E-04   -0.315E-03
  0.0500    3.22   -0.670E-03   -0.359E-04    0.684E-04    0.102E-01    0.662E-02    0.297E-06    0.953E-07     -0.119E-01       0.81    0.231E-04   -0.282E-03
  0.0500    3.52    0.955E-02   -0.364E-04    0.570E-04    0.594E-02    0.428E-02    0.628E-06    0.196E-06     -0.122E-01       0.85    0.259E-04   -0.245E-03
  0.0500    3.86    0.166E-01   -0.369E-04    0.476E-04    0.114E-02    0.146E-02    0.557E-06    0.984E-07     -0.125E-01       0.89    0.292E-04   -0.199E-03
  0.0500    4.23    0.155E-01   -0.374E-04    0.381E-04    0.221E-02   -0.437E-03    0.449E-06    0.466E-05     -0.129E-01       0.93    0.330E-04   -0.863E-04
  0.0500    4.63    0.104E-01   -0.379E-04    0.214E-04    0.118E-01   -0.178E-02    0.147E-03    0.894E-04     -0.132E-01       0.97    0.100E-03    0.180E-03
  0.0500    5.07   -0.749E-02   -0.383E-04   -0.127E-05    0.277E-01   -0.262E-02    0.475E-03    0.266E-03     -0.123E-01       1.02    0.265E-03    0.999E-03
  0.0500    5.56   -0.491E-01   -0.379E-04    0.183E-04    0.562E-01   -0.670E-03    0.207E-03    0.116E-03     -0.442E-02       1.17    0.280E-03    0.333E-02
  0.0500    6.09   -0.830E-01   -0.378E-04    0.329E-04    0.813E-01    0.800E-03    0.000E+00    0.000E+00      0.164E-02       1.30    0.292E-03    0.529E-02
  0.0500    6.67   -0.962E-01   -0.386E-04    0.294E-04    0.945E-01    0.588E-03    0.000E+00    0.000E+00      0.113E-02       1.30    0.298E-03    0.611E-02
  0.0500    7.30   -0.108E+00   -0.395E-04    0.263E-04    0.108E+00    0.397E-03    0.000E+00    0.000E+00      0.685E-03       1.30    0.303E-03    0.686E-02
  0.0500    8.00   -0.120E+00   -0.402E-04    0.233E-04    0.120E+00    0.206E-03    0.000E+00    0.000E+00      0.369E-03       1.30    0.308E-03    0.753E-02
