3	3	3	MAR	KOB	FER	17.222	25.224	110.587	101.276	1.819	5.012	3.995	2.611	6.776	51.409	25.598
3	3	4	MAR	KOB	KRO	14.265	10.656	4.232	56.11	1.665	5.055	3.083	2.754	6.168	21.865	5.63
3	3	5	MAR	KOB	CHA	15.472	2.647	63.483	77.825	1.717	5.376	1.426	3.439	5.542	4.31	7.05
3	3	6	MAR	KOB	MAS	18.927	5.605	257.24	142.286	1.872	5.582	0.942	3.832	6.422	17.034	28.733
3	4	1	MAR	PCB	SAL	13.034	6.644	192.484	176.394	1.605	5.294	1.744	3.104	55.689	34.442	34.946
3	4	2	MAR	PCB	MIL	19.572	5.02	85.672	141.83	1.974	5.584	0.976	3.949	18.883	11.101	22.838
3	4	3	MAR	PCB	FER	15.768	7.68	5.093	57.404	1.754	5.01	3.66	2.643	6.937	21.667	3.916
3	4	4	MAR	PCB	KRO	13.659	2.119	27.873	67.605	1.634	5.103	2.557	2.89	13.576	5.048	7.198
3	4	5	MAR	PCB	CHA	20.285	12.523	170.649	385.088	1.984	5.644	0.853	3.999	56.352	47.858	46.62
3	4	6	MAR	PCB	MAS	38.736	40.058	270.62	314.938	2.948	6.399	0.264	5.5	139.472	161.233	96.49
3	5	1	MAR	HEG	SAL	13.436	2.295	62.121	31.088	1.61	5.326	1.652	3.163	6.194	8.033	2.537
3	5	2	MAR	HEG	MIL	19.587	5.106	11.864	33.903	1.942	5.583	1.059	3.916	7.124	6.744	4.711
3	5	3	MAR	HEG	FER	16.773	22.31	57.017	93.064	1.773	5.024	3.841	2.638	5.791	43.455	14.577
3	5	4	MAR	HEG	KRO	13.95	8.594	7.815	48.196	1.627	5.111	2.681	2.873	6.437	17.939	3.97
3	5	5	MAR	HEG	CHA	21.23	2.187	40.027	41.483	2.029	5.694	0.799	4.092	5.986	5.075	2.258
3	5	6	MAR	HEG	MAS	44.319	3.327	46.619	81.109	3.273	6.611	0.244	5.936	6.115	8.202	2.331
3	6	1	MAR	LIM	SAL	13.242	12.606	117.967	428.531	1.61	5.311	1.677	3.138	61.221	17.937	18.105
3	6	2	MAR	LIM	MIL	19.807	9.078	46.104	263.795	1.984	5.597	0.966	3.973	16.207	4.729	7.21
3	6	3	MAR	LIM	FER	15.94	15.21	3.705	58.346	1.754	5.015	3.695	2.645	6.409	31.212	6.501
3	6	4	MAR	LIM	KRO	13.632	3.732	51.096	96.373	1.632	5.108	2.526	2.9	13.243	10.019	2.895
3	6	5	MAR	LIM	CHA	20.854	20.828	93.307	399.006	2.015	5.673	0.81	4.057	57.463	25.823	23.702
3	6	6	MAR	LIM	MAS	40.925	57.85	152.551	336.774	3.071	6.48	0.25	5.666	151.73	119.226	65.246
4	1	1	VHK	WOW	SAL	11.885	31.099	285.035	105.523	1.611	5.165	2.429	2.838	9.524	17.078	21.566
4	1	2	VHK	WOW	MIL	18.485	34.091	133.824	61.471	1.882	5.524	1.118	3.821	4.628	31.006	9.684
4	1	3	VHK	WOW	FER	19.378	88.295	6.726	369.685	1.895	5.053	4.372	2.603	24.813	6.686	10.791
4	1	4	VHK	WOW	KRO	14.606	54.414	35.606	119.593	1.649	5.075	3.02	2.783	12.515	7.596	2.957
4	1	5	VHK	WOW	CHA	16.847	27.457	403	63.8	1.776	5.455	1.189	3.625	5.298	35.483	29.802
4	1	6	VHK	WOW	MAS	23.283	23.475	927.115	59.813	2.066	5.763	0.636	4.224	5.556	70.547	72.382
4	2	1	VHK	CLI	SAL	11.857	2.339	81.371	91.881	1.61	5.165	2.41	2.841	5.447	15.651	11.498
4	2	2	VHK	CLI	MIL	18.517	3.743	4.286	111.331	1.888	5.524	1.091	3.831	5.854	30.46	4.714
4	2	3	VHK	CLI	FER	18.988	27.664	48.814	107.987	1.844	5.039	4.212	2.615	14.431	6.432	14.368
4	2	4	VHK	CLI	KRO	14.084	6.286	0.754	46.396	1.645	5.072	2.944	2.792	6.463	7.482	2.617
4	2	5	VHK	CLI	CHA	16.86	6.124	58.672	164.394	1.78	5.457	1.175	3.632	7.668	33.085	16.397
4	2	6	VHK	CLI	MAS	23.499	17.734	168.998	369.795	2.08	5.774	0.625	4.248	20.964	62.783	47.195
4	3	1	VHK	KOB	SAL	11.862	2.7	86.571	53.674	1.635	5.138	2.607	2.783	7.568	14.086	6.98
4	3	2	VHK	KOB	MIL	17.781	4.27	1.948	72.787	1.848	5.489	1.179	3.746	4.586	28.934	2.394
4	3	3	VHK	KOB	FER	19.624	44.087	49.277	181.397	1.908	5.052	4.423	2.601	28.254	6.647	19.35
4	3	4	VHK	KOB	KRO	14.496	13.276	1.757	61.513	1.658	5.064	3.082	2.763	13.373	7.246	3.533
4	3	5	VHK	KOB	CHA	15.656	2.792	76.668	80.326	1.72	5.386	1.335	3.481	4.84	30.213	8.907
4	3	6	VHK	KOB	MAS	19.791	6.179	265.579	152.46	1.894	5.609	0.844	3.906	9.585	51.49	30.621
4	4	1	VHK	PCB	SAL	13.419	7.245	199.751	189.109	1.615	5.329	1.61	3.171	61.69	55.133	37.889
4	4	2	VHK	PCB	MIL	21.363	5.814	94.033	150.715	2.08	5.683	0.822	4.145	26.828	44.234	26.862
4	4	3	VHK	PCB	FER	16.349	8.935	2.427	58.695	1.747	5.021	3.716	2.652	5.216	5.64	2.859
4	4	4	VHK	PCB	KRO	13.57	2.157	32.6	76.811	1.629	5.125	2.435	2.933	15.299	12.738	8.724
4	4	5	VHK	PCB	CHA	22.067	13.757	177.516	365.769	2.079	5.732	0.726	4.17	65.976	77.507	51.192
4	4	6	VHK	PCB	MAS	43.073	42.697	275.363	306.416	3.18	6.554	0.244	5.811	152.442	186.972	102.655
4	5	1	VHK	HEG	SAL	13.873	1.775	96.758	36.969	1.622	5.357	1.547	3.228	5.837	15.811	2.715
4	5	2	VHK	HEG	MIL	19.796	6.822	17.352	50.609	1.935	5.606	1.221	3.935	5.267	27.166	2.355
4	5	3	VHK	HEG	FER	24.074	54.135	13.12	427.014	2.213	5.111	5.209	2.595	18.041	15.582	13.908
4	5	4	VHK	HEG	KRO	15.811	13.207	24.292	69.948	1.627	5.126	2.99	2.855	5.146	7.778	2.831
4	5	5	VHK	HEG	CHA	22.787	1.759	77	67.158	2.121	5.772	0.703	4.254	6.233	30.784	2.746
4	5	6	VHK	HEG	MAS	49.113	3.681	59.761	91.288	3.54	6.781	0.254	6.28	9.21	55.035	2.704
4	6	1	VHK	LIM	SAL	13.694	13.31	124.093	447.214	1.622	5.349	1.542	3.209	67.092	40.122	20.822
4	6	2	VHK	LIM	MIL	21.603	9.715	71.467	277.69	2.09	5.695	0.82	4.169	22.853	35.762	10.153
4	6	3	VHK	LIM	FER	17.432	23.271	6.979	76.658	1.759	5.031	3.87	2.649	5.48	5.945	3.798
4	6	4	VHK	LIM	KRO	13.556	4.075	77.443	85.636	1.628	5.131	2.403	2.945	14.03	9.927	3.831
4	6	5	VHK	LIM	CHA	22.77	22.149	100.804	378.272	2.117	5.765	0.685	4.238	66.572	59.638	27.97
4	6	6	VHK	LIM	MAS	45.616	60.547	160.054	331.024	3.323	6.646	0.243	5.998	163.813	151.007	71.078
