#    Z       m        H              D           He3            He4          C12         C13P          N14P           O16             Mrem     C13           N14
  0.0001    1.40   -0.216E-01   -0.271E-04   -0.164E-04   -0.480E-02   -0.846E-05    0.000E+00    0.000E+00      -0.243E-04        0.61   -0.798E-07   -0.310E-05
  0.0001    1.50   -0.196E-01   -0.278E-04   -0.168E-04   -0.302E-02   -0.870E-05    0.000E+00    0.000E+00      -0.249E-04        0.63   -0.821E-07   -0.319E-05
  0.0001    1.60   -0.247E-01   -0.291E-04   -0.176E-04   -0.207E-02    0.249E-02    0.000E+00    0.000E+00      -0.261E-04        0.63   -0.858E-07   -0.333E-05
  0.0001    1.70   -0.181E-01   -0.296E-04   -0.179E-04    0.698E-02    0.452E-02    0.000E+00    0.000E+00      -0.266E-04        0.65   -0.874E-07    0.147E-05
  0.0001    1.80   -0.194E-01   -0.307E-04   -0.185E-04    0.894E-02    0.605E-02    0.000E+00    0.000E+00      -0.275E-04        0.65   -0.904E-07   -0.351E-05
  0.0001    1.90   -0.283E-01   -0.313E-04   -0.189E-04    0.157E-01    0.925E-02    0.000E+00    0.000E+00      -0.281E-04        0.66   -0.923E-07   -0.359E-05
  0.0001    2.00   -0.259E-01   -0.322E-04   -0.194E-04    0.135E-01    0.939E-02    0.000E+00    0.000E+00      -0.288E-04        0.66   -0.948E-07   -0.369E-05
  0.0001    2.10   -0.265E-01   -0.327E-04   -0.197E-04    0.108E-01    0.832E-02    0.000E+00    0.000E+00      -0.262E-04        0.67   -0.964E-07    0.178E-05
  0.0001    2.20   -0.197E-01   -0.332E-04   -0.200E-04    0.838E-02    0.754E-02    0.000E+00    0.000E+00       0.335E-04        0.68    0.291E-07    0.171E-04
  0.0001    2.30   -0.265E-01   -0.336E-04   -0.203E-04    0.109E-01    0.929E-02    0.000E+00    0.000E+00       0.447E-05        0.69   -0.991E-07    0.148E-04
  0.0001    2.40   -0.161E-01   -0.340E-04   -0.205E-04    0.116E-01    0.103E-01    0.000E+00    0.000E+00       0.112E-04        0.70   -0.100E-06   -0.344E-05
  0.0001    2.50   -0.416E-01   -0.346E-04   -0.209E-04    0.188E-01    0.153E-01    0.000E+00    0.000E+00      -0.310E-04        0.70   -0.102E-06   -0.396E-05
  0.0001    2.60   -0.352E-01   -0.349E-04   -0.211E-04    0.645E-02    0.103E-01    0.000E+00    0.000E+00      -0.313E-04        0.71   -0.103E-06   -0.400E-05
  0.0001    2.70   -0.331E-01   -0.352E-04   -0.213E-04   -0.279E-02    0.732E-02    0.000E+00    0.000E+00      -0.109E-04        0.72   -0.104E-06   -0.403E-05
  0.0001    2.80   -0.346E-01   -0.355E-04   -0.214E-04   -0.110E-01    0.460E-02    0.000E+00    0.000E+00       0.857E-05        0.73   -0.105E-06   -0.407E-05
  0.0001    2.90   -0.326E-01   -0.358E-04   -0.216E-04   -0.187E-01    0.203E-02    0.000E+00    0.000E+00       0.266E-04        0.74    0.346E-06   -0.410E-05
  0.0001    3.00   -0.308E-01   -0.360E-04   -0.218E-04   -0.261E-01   -0.113E-04    0.000E+00    0.000E+00       0.431E-04        0.75    0.771E-06   -0.413E-05
  0.0001    3.10   -0.290E-01   -0.362E-04   -0.219E-04   -0.328E-01   -0.113E-04    0.000E+00    0.000E+00       0.588E-04        0.76    0.117E-05   -0.280E-05
  0.0001    3.20   -0.274E-01   -0.365E-04   -0.220E-04   -0.394E-01   -0.114E-04    0.000E+00    0.000E+00       0.736E-04        0.77    0.154E-05    0.542E-06
  0.0001    3.30   -0.259E-01   -0.367E-04   -0.221E-04   -0.452E-01   -0.115E-04    0.000E+00    0.000E+00       0.875E-04        0.78    0.189E-05    0.368E-05
  0.0001    3.40   -0.311E-01   -0.367E-04   -0.222E-04   -0.350E-01   -0.115E-04    0.000E+00    0.000E+00       0.124E-04        0.80    0.121E-06   -0.421E-05
  0.0001    3.50   -0.338E-01   -0.366E-04   -0.221E-04   -0.244E-01    0.951E-03    0.000E+00    0.791E-09      -0.328E-04        0.83   -0.108E-06   -0.420E-05
  0.0001    3.60   -0.287E-01   -0.369E-04   -0.223E-04   -0.267E-01    0.199E-02    0.000E+00    0.147E-02      -0.331E-04        0.83   -0.109E-06    0.159E-03
  0.0001    3.70   -0.219E-01   -0.371E-04   -0.224E-04   -0.283E-01    0.299E-02    0.000E+00    0.286E-02      -0.332E-04        0.84   -0.109E-06    0.325E-03
  0.0001    3.80   -0.181E-01   -0.373E-04   -0.225E-04   -0.297E-01    0.391E-02    0.000E+00    0.110E-02      -0.334E-04        0.85   -0.110E-06    0.483E-03
  0.0001    3.90   -0.171E-01   -0.374E-04   -0.226E-04   -0.311E-01    0.481E-02    0.000E+00    0.000E+00      -0.335E-04        0.86   -0.110E-06    0.629E-03
