#DTG - Metallicity at z=0 to z=2.5 from McKinnon et al 2016, each data is an individual galaxy
#Column 1,3,5 = 12+log(O/H) for z=0, z=1, z=2.5
#Column 2,4,6 = log(DTG) for z=0, 1, 2.5
#[1]	[2]		[3]		[4]		[5]		[6]
7.867	-2.027	8.688	-2.339	8.174	-3.075
8.075	-2.098	8.627	-2.798	8.142	-3.358
8.130	-2.000	8.526	-2.603	8.250	-3.010
8.192	-1.979	8.626	-2.365	8.414	-2.883
8.191	-1.908	8.504	-2.152	8.514	-2.935
8.185	-1.810	8.440	-2.114	8.595	-3.354
8.279	-1.768	8.522	-1.975	8.634	-3.354
8.283	-1.898	8.228	-2.627	8.343	-2.617
