#Evolution of dust formation/destruction rate from Popping et al. 2016/
#
#redshift	log(net dust rate)
5.951		-3.822
5.892		-3.803
5.800		-3.967
5.626		-3.780
5.481		-3.784
5.282		-3.683
4.931		-3.603
4.695		-3.451
4.345		-3.345
4.056		-3.198
3.791		-3.143
3.569		-3.052
3.286		-3.011
3.035		-2.936
2.808		-2.921
2.555		-2.876
2.328		-2.848
2.045		-2.872
1.850		-2.864
1.656		-2.881
1.451		-2.924
1.112		-2.992
0.821		-3.091
0.537		-3.163
0.327		-3.254
0.002		-3.390

