#Dust mass density evolution in Popping et al. 2016
#z		psi(Msun Mpc-3)
0.035	5.538
0.468	5.521
0.953	5.447
1.569	5.376
2.102	5.257
2.733	5.092
3.345	4.892
3.612	4.805
3.684	4.721
3.818	4.704
4.117	4.612	
4.210	4.520
4.668	4.368
4.902	4.203
5.021	4.207
5.376	4.068
5.497	3.983
5.601	3.995
5.807	3.764
5.920	3.934
5.971	3.867
